"ID;Тип;Артикул;Имя;Опубликован;рекомендуемый?;""Видимость в каталоге"";""Короткое описание"";Описание;""Дата начала действия продажной цены"";""Дата окончания действия продажной цены"";""Статус налога"";""Налоговый класс"";""В наличии?"";Запасы;""Величина малых запасов"";""Задержанный заказ возможен?"";""Продано индивидуально?"";""Вес (kg)"";""Длина (cm)"";""Ширина (cm)"";""Высота (cm)"";""Разрешить отзывы от клиентов?"";""Примечание к покупке"";""Цена распродажи"";""Базовая цена"";Категории;Метки;""Класс доставки"";Изображения;""Лимит загрузок"";""Число дней до просроченной загрузки"";Родительский;""Сгруппированные товары"";Апсейл;Кросселы;""Внешний URL"";""Текст кнопки"";Позиция;""Имя атрибута 1"";""Значение(-я) аттрибута(-ов) 1"";""Видимость атрибута 1"";""Глобальный атрибут 1"";""Имя атрибута 2"";""Значение(-я) аттрибута(-ов) 2"";""Видимость атрибута 2"";""Глобальный атрибут 2"";""Имя атрибута 3"";""Значение(-я) аттрибута(-ов) 3"";""Видимость атрибута 3"";""Глобальный атрибут 3"";""Имя атрибута 4"";""Значение(-я) аттрибута(-ов) 4"";""Видимость атрибута 4"";""Глобальный атрибут 4"";""Имя атрибута 5"";""Значение(-я) аттрибута(-ов) 5"";""Видимость атрибута 5"";""Глобальный атрибут 5"";""Имя атрибута 6"";""Значение(-я) аттрибута(-ов) 6"";""Видимость атрибута 6"";""Глобальный атрибут 6"";""Имя атрибута 7"";""Значение(-я) аттрибута(-ов) 7"";""Видимость атрибута 7"";""Глобальный атрибут 7"";""Имя атрибута 8"";""Значение(-я) аттрибута(-ов) 8"";""Видимость атрибута 8"";""Глобальный атрибут 8"";""Имя атрибута 9"";""Значение(-я) аттрибута(-ов) 9"";""Видимость атрибута 9"";""Глобальный атрибут 9"";""Имя атрибута 10"";""Значение(-я) аттрибута(-ов) 10"";""Видимость атрибута 10"";""Глобальный атрибут 10"";""Имя атрибута 11"";""Значение(-я) аттрибута(-ов) 11"";""Видимость атрибута 11"";""Глобальный атрибут 11"";""Имя атрибута 12"";""Значение(-я) аттрибута(-ов) 12"";""Видимость атрибута 12"";""Глобальный атрибут 12"";""Имя атрибута 13"";""Значение(-я) аттрибута(-ов) 13"";""Видимость атрибута 13"";""Глобальный атрибут 13"";""Имя атрибута 14"";""Значение(-я) аттрибута(-ов) 14"";""Видимость атрибута 14"";""Глобальный атрибут 14"";""Мета: _wp_old_date"";""Имя атрибута 15"";""Значение(-я) аттрибута(-ов) 15"";""Видимость атрибута 15"";""Глобальный атрибут 15"";""Имя атрибута 16"";""Значение(-я) аттрибута(-ов) 16"";""Видимость атрибута 16"";""Глобальный атрибут 16"""
"139;simple;;""MSI GeForce GT 710 Silent LP [GT 710 1GD3H LP]"";1;0;visible;;;;;taxable;;1;;;0;0;;;;;1;;;2399;Видеокарты;;;http://localhost/lab6/wp-content/uploads/2019/11/b0e3e0c85b7e5fcb21de288c671405faa44505ab214849b03b6b3e66a66b8dee.jpg;;;;;;;;;0;Модель;""MSI GeForce GT 710 Silent LP"";1;1;""Год релиза"";2014;1;1;Подсветка;Нет;1;1;""Интерфейс подключения"";PCI-E;1;1;""Видео разъемы"";""DVI-D; HDMI; VGA (D-Sub)"";1;1;""Максимальное разрешение"";4096x2160;1;1;""Тип охлаждения"";пассивное;1;1;""Штатная частота работы видеочипа (МГц)"";""954 МГц"";1;1;""Графический процессор"";""GeForce GT 710"";1;1;""Поддержка стандартов"";""DirectX 12; OpenGL 4.5"";1;1;""Технологический процесс"";""28 нм"";1;1;""Объем видеопамяти"";""1 ГБ"";1;1;""Тип памяти"";GDDR3;1;1;""Линейка графических процессоров"";GeForce;1;1;2019-11-28;;;;;;;;"
"150;simple;;""GIGABYTE GeForce GTX 1660 GAMING OC [GV-N1660GAMING OC-6GD]"";1;0;visible;;;;;taxable;;1;;;0;0;;;;;1;;;17499;Видеокарты;;;http://localhost/lab6/wp-content/uploads/2019/11/a3dd01ac4038e4e7c3a9ca0bcf8d1c2b1e8b401f8a9d11ffb73e9d332798da1f.jpg;;;;;;;;;0;Подсветка;Есть;1;1;""Линейка графических процессоров"";GeForce;1;1;""Графический процессор"";""GeForce GTX 1660"";1;1;""Поддержка стандартов"";""DirectX 12; OpenGL 4.5"";1;1;""Технологический процесс"";""12 нм"";1;1;""Штатная частота работы видеочипа (МГц)"";""1530 МГц"";1;1;""Объем видеопамяти"";""6 ГБ"";1;1;""Максимальное разрешение"";7680x4320;1;1;""Основной цвет"";черный;1;1;""Год релиза"";2019;1;1;""Интерфейс подключения"";PCI-E;1;1;""Видео разъемы"";""DisplayPort; HDMI"";1;1;""Тип охлаждения"";""активное воздушное"";1;1;""Тип памяти"";GDDR5;1;1;;Модель;""GIGABYTE GeForce GTX 1660 GAMING OC"";1;1;;;;"
"154;simple;;""MSI AMD Radeon RX 570 ARMOR OC"";1;0;visible;;;;;taxable;;1;;;0;0;;;;;1;;;10499;Видеокарты;;;http://localhost/lab6/wp-content/uploads/2019/11/381da99568066225543f02fc2f177635b2dff08f0a2baa05576849324f23cb70.jpg;;;;;;;;;0;""Год релиза"";2017;1;1;""Основной цвет"";""Белый; черный"";1;1;Подсветка;Нет;1;1;""Интерфейс подключения"";PCI-E;1;1;""Видео разъемы"";""DisplayPort; DVI-D; HDMI"";1;1;""Максимальное разрешение"";7680x4320;1;1;""Тип охлаждения"";""активное воздушное"";1;1;""Штатная частота работы видеочипа (МГц)"";""1168 МГц"";1;1;""Графический процессор"";""Radeon RX 570"";1;1;""Линейка графических процессоров"";Radeon;1;1;""Тип памяти"";GDDR5;1;1;Модель;""MSI AMD Radeon RX 570 ARMOR OC"";1;1;""Поддержка стандартов"";""DirectX 12; OpenCL 2.0; OpenGL 4.5; Vulkan 1.0"";1;1;""Технологический процесс"";""14 нм"";1;1;;""Максимальная температура процессора"";95°;1;1;""Объем видеопамяти"";""4 ГБ"";1;1"
